waveform,Trig,V_C
t0,4/16/2021  11:31:19.528906,4/16/2021  11:31:19.528907
delta t,2.000000E-6,2.000000E-6

time,Trig,V_C
4/16/2021  11:31:19.528906,7.904476E+0,4.036276E-2
4/16/2021  11:31:19.528908,-9.160576E-2,2.254099E-1
4/16/2021  11:31:19.528910,-1.186744E-1,4.086857E-1
4/16/2021  11:31:19.528912,-1.131962E-1,5.711861E-1
4/16/2021  11:31:19.528914,-1.086848E-1,7.111395E-1
4/16/2021  11:31:19.528916,-9.450597E-2,8.269354E-1
4/16/2021  11:31:19.528918,-8.387186E-2,9.164800E-1
4/16/2021  11:31:19.528920,-6.969305E-2,9.789680E-1
4/16/2021  11:31:19.528922,-6.711509E-2,1.013433E+0
4/16/2021  11:31:19.528924,-4.971382E-2,1.019714E+0
4/16/2021  11:31:19.528926,-3.682400E-2,9.990995E-1
4/16/2021  11:31:19.528928,-2.909010E-2,9.515893E-1
4/16/2021  11:31:19.528930,-1.523354E-2,8.800824E-1
4/16/2021  11:31:19.528932,-1.491129E-2,7.871557E-1
4/16/2021  11:31:19.528934,1.845487E-3,6.752251E-1
4/16/2021  11:31:19.528936,7.001418E-3,5.489610E-1
4/16/2021  11:31:19.528938,1.247960E-2,4.109404E-1
4/16/2021  11:31:19.528940,1.731328E-2,2.650284E-1
4/16/2021  11:31:19.528942,1.537981E-2,1.147681E-1
4/16/2021  11:31:19.528944,1.731328E-2,-3.678043E-2
4/16/2021  11:31:19.528946,1.119061E-2,-1.859131E-1
4/16/2021  11:31:19.528948,1.473532E-2,-3.253828E-1
4/16/2021  11:31:19.528950,9.257138E-3,-4.519683E-1
4/16/2021  11:31:19.528952,1.523241E-3,-5.629320E-1
4/16/2021  11:31:19.528954,-4.102329E-4,-6.565022E-1
4/16/2021  11:31:19.528956,-1.297782E-2,-7.313906E-1
4/16/2021  11:31:19.528958,-1.394455E-2,-7.861477E-1
4/16/2021  11:31:19.528960,-3.327929E-2,-8.204514E-1
4/16/2021  11:31:19.528962,-3.972421E-2,-8.339797E-1
4/16/2021  11:31:19.528964,-4.488014E-2,-8.262493E-1
4/16/2021  11:31:19.528966,-5.648098E-2,-7.988707E-1
4/16/2021  11:31:19.528968,-6.067018E-2,-7.526493E-1
4/16/2021  11:31:19.528970,-7.452674E-2,-6.890344E-1
4/16/2021  11:31:19.528972,-7.420449E-2,-6.112471E-1
4/16/2021  11:31:19.528974,-8.387186E-2,-5.207368E-1
4/16/2021  11:31:19.528976,-8.709432E-2,-4.208856E-1
4/16/2021  11:31:19.528978,-8.773881E-2,-3.137871E-1
4/16/2021  11:31:19.528980,-9.386148E-2,-2.028234E-1
4/16/2021  11:31:19.528982,-9.031678E-2,-8.976603E-2
4/16/2021  11:31:19.528984,-9.547271E-2,2.184195E-2
4/16/2021  11:31:19.528986,-8.677207E-2,1.278132E-1
4/16/2021  11:31:19.528988,-8.999453E-2,2.249267E-1
4/16/2021  11:31:19.528990,-8.161614E-2,3.115720E-1
4/16/2021  11:31:19.528992,-7.710471E-2,3.853333E-1
4/16/2021  11:31:19.528994,-7.581572E-2,4.454053E-1
4/16/2021  11:31:19.528996,-6.389263E-2,4.911437E-1
4/16/2021  11:31:19.528998,-6.228140E-2,5.212603E-1
4/16/2021  11:31:19.529000,-4.939158E-2,5.355938E-1
4/16/2021  11:31:19.529002,-5.068056E-2,5.346275E-1
4/16/2021  11:31:19.529004,-4.391340E-2,5.186834E-1
4/16/2021  11:31:19.529006,-3.037908E-2,4.884059E-1
4/16/2021  11:31:19.529008,-3.166807E-2,4.447611E-1
4/16/2021  11:31:19.529010,-2.103396E-2,3.896817E-1
4/16/2021  11:31:19.529012,-2.876785E-2,3.249392E-1
4/16/2021  11:31:19.529014,-1.330006E-2,2.523054E-1
4/16/2021  11:31:19.529016,-1.620027E-2,1.737126E-1
4/16/2021  11:31:19.529018,-1.330006E-2,9.173789E-2
4/16/2021  11:31:19.529020,-5.888410E-3,7.991608E-3
4/16/2021  11:31:19.529022,-1.458904E-2,-7.494939E-2
4/16/2021  11:31:19.529024,-8.466375E-3,-1.549915E-1
4/16/2021  11:31:19.529026,-1.910048E-2,-2.292357E-1
4/16/2021  11:31:19.529028,-1.555578E-2,-2.959105E-1
4/16/2021  11:31:19.529030,-2.296743E-2,-3.532445E-1
4/16/2021  11:31:19.529032,-2.715663E-2,-4.009154E-1
4/16/2021  11:31:19.529034,-2.490091E-2,-4.376348E-1
4/16/2021  11:31:19.529036,-3.779073E-2,-4.627587E-1
4/16/2021  11:31:19.529038,-3.521277E-2,-4.761259E-1
4/16/2021  11:31:19.529040,-4.842484E-2,-4.778974E-1
4/16/2021  11:31:19.529042,-4.778035E-2,-4.682344E-1
4/16/2021  11:31:19.529044,-5.325853E-2,-4.477810E-1
4/16/2021  11:31:19.529046,-5.873670E-2,-4.166983E-1
4/16/2021  11:31:19.529048,-5.809221E-2,-3.770799E-1
4/16/2021  11:31:19.529050,-6.904856E-2,-3.300532E-1
4/16/2021  11:31:19.529052,-6.679284E-2,-2.769066E-1
4/16/2021  11:31:19.529054,-7.227102E-2,-2.187674E-1
4/16/2021  11:31:19.529056,-6.969305E-2,-1.580514E-1
4/16/2021  11:31:19.529058,-7.033755E-2,-9.588595E-2
4/16/2021  11:31:19.529060,-7.227102E-2,-3.372047E-2
4/16/2021  11:31:19.529062,-6.614835E-2,2.619032E-2
4/16/2021  11:31:19.529064,-7.065979E-2,8.223590E-2
4/16/2021  11:31:19.529066,-6.550386E-2,1.328058E-1
4/16/2021  11:31:19.529068,-6.582611E-2,1.769337E-1
4/16/2021  11:31:19.529070,-6.034793E-2,2.133311E-1
4/16/2021  11:31:19.529072,-5.809221E-2,2.419981E-1
4/16/2021  11:31:19.529074,-5.551425E-2,2.616463E-1
4/16/2021  11:31:19.529076,-4.520238E-2,2.730809E-1
4/16/2021  11:31:19.529078,-4.971382E-2,2.753356E-1
4/16/2021  11:31:19.529080,-4.165768E-2,2.693767E-1
4/16/2021  11:31:19.529082,-3.907972E-2,2.552043E-1
4/16/2021  11:31:19.529084,-3.843522E-2,2.334624E-1
4/16/2021  11:31:19.529086,-3.199031E-2,2.044733E-1
4/16/2021  11:31:19.529088,-3.907972E-2,1.698474E-1
4/16/2021  11:31:19.529090,-2.490091E-2,1.303900E-1
4/16/2021  11:31:19.529092,-2.844561E-2,8.771162E-2
4/16/2021  11:31:19.529094,-2.618989E-2,4.245642E-2
4/16/2021  11:31:19.529096,-2.618989E-2,-3.765079E-3
4/16/2021  11:31:19.529098,-2.941235E-2,-4.998657E-2
4/16/2021  11:31:19.529100,-2.618989E-2,-9.491965E-2
4/16/2021  11:31:19.529102,-2.812336E-2,-1.367928E-1
4/16/2021  11:31:19.529104,-2.747887E-2,-1.749617E-1
4/16/2021  11:31:19.529106,-3.327929E-2,-2.082991E-1
4/16/2021  11:31:19.529108,-3.327929E-2,-2.363219E-1
4/16/2021  11:31:19.529110,-3.746849E-2,-2.583858E-1
4/16/2021  11:31:19.529112,-4.004645E-2,-2.738466E-1
4/16/2021  11:31:19.529114,-3.811298E-2,-2.825434E-1
4/16/2021  11:31:19.529116,-4.391340E-2,-2.847981E-1
4/16/2021  11:31:19.529118,-4.391340E-2,-2.809329E-1
4/16/2021  11:31:19.529120,-5.068056E-2,-2.704646E-1
4/16/2021  11:31:19.529122,-5.422526E-2,-2.541985E-1
4/16/2021  11:31:19.529124,-5.229179E-2,-2.329398E-1
4/16/2021  11:31:19.529126,-5.680323E-2,-2.073328E-1
4/16/2021  11:31:19.529128,-5.261403E-2,-1.780217E-1
4/16/2021  11:31:19.529130,-6.099242E-2,-1.462947E-1
4/16/2021  11:31:19.529132,-5.905895E-2,-1.123131E-1
4/16/2021  11:31:19.529134,-5.905895E-2,-7.768725E-2
4/16/2021  11:31:19.529136,-5.938119E-2,-4.273930E-2
4/16/2021  11:31:19.529138,-5.970344E-2,-9.562897E-3
4/16/2021  11:31:19.529140,-6.067018E-2,2.184195E-2
4/16/2021  11:31:19.529142,-5.905895E-2,5.034789E-2
4/16/2021  11:31:19.529144,-6.550386E-2,7.563283E-2
4/16/2021  11:31:19.529146,-5.486975E-2,9.656940E-2
4/16/2021  11:31:19.529148,-4.810260E-2,1.129966E-1
4/16/2021  11:31:19.529150,-5.358077E-2,1.244312E-1
4/16/2021  11:31:19.529152,-4.842484E-2,1.313563E-1
4/16/2021  11:31:19.529154,-5.035831E-2,1.329668E-1
4/16/2021  11:31:19.529156,-4.165768E-2,1.297458E-1
4/16/2021  11:31:19.529158,-4.681361E-2,1.221764E-1
4/16/2021  11:31:19.529160,-4.197993E-2,1.102587E-1
4/16/2021  11:31:19.529162,-3.489052E-2,9.415364E-2
4/16/2021  11:31:19.529164,-4.197993E-2,7.482758E-2
4/16/2021  11:31:19.529166,-3.456828E-2,5.324680E-2
4/16/2021  11:31:19.529168,-4.230217E-2,2.957238E-2
4/16/2021  11:31:19.529170,-3.360154E-2,3.965345E-3
4/16/2021  11:31:19.529172,-3.875747E-2,-2.164168E-2
4/16/2021  11:31:19.529174,-3.360154E-2,-4.789291E-2
4/16/2021  11:31:19.529176,-3.199031E-2,-7.253363E-2
4/16/2021  11:31:19.529178,-3.940196E-2,-9.588595E-2
4/16/2021  11:31:19.529180,-3.392379E-2,-1.173057E-1
4/16/2021  11:31:19.529182,-4.036870E-2,-1.358265E-1
4/16/2021  11:31:19.529184,-3.714624E-2,-1.517704E-1
4/16/2021  11:31:19.529186,-4.423565E-2,-1.638492E-1
4/16/2021  11:31:19.529188,-4.294666E-2,-1.723849E-1
4/16/2021  11:31:19.529190,-4.133544E-2,-1.776996E-1
4/16/2021  11:31:19.529192,-4.842484E-2,-1.786659E-1
4/16/2021  11:31:19.529194,-4.423565E-2,-1.760891E-1
4/16/2021  11:31:19.529196,-5.229179E-2,-1.702912E-1
4/16/2021  11:31:19.529198,-4.423565E-2,-1.612724E-1
4/16/2021  11:31:19.529200,-5.229179E-2,-1.495157E-1
4/16/2021  11:31:19.529202,-5.358077E-2,-1.351823E-1
4/16/2021  11:31:19.529204,-4.616912E-2,-1.185941E-1
4/16/2021  11:31:19.529206,-5.583649E-2,-1.007175E-1
4/16/2021  11:31:19.529208,-4.971382E-2,-8.171351E-2
4/16/2021  11:31:19.529210,-5.519200E-2,-6.238745E-2
4/16/2021  11:31:19.529212,-5.293628E-2,-4.290035E-2
4/16/2021  11:31:19.529214,-5.519200E-2,-2.437954E-2
4/16/2021  11:31:19.529216,-5.358077E-2,-6.663988E-3
4/16/2021  11:31:19.529218,-5.454751E-2,8.957911E-3
4/16/2021  11:31:19.529220,-5.390302E-2,2.264720E-2
4/16/2021  11:31:19.529222,-4.874709E-2,3.424284E-2
4/16/2021  11:31:19.529224,-5.164730E-2,4.358377E-2
4/16/2021  11:31:19.529226,-4.810260E-2,4.954264E-2
4/16/2021  11:31:19.529228,-4.842484E-2,5.324680E-2
4/16/2021  11:31:19.529230,-5.229179E-2,5.405206E-2
4/16/2021  11:31:19.529232,-4.004645E-2,5.211945E-2
4/16/2021  11:31:19.529234,-4.713586E-2,4.744899E-2
4/16/2021  11:31:19.529236,-4.262442E-2,4.052381E-2
4/16/2021  11:31:19.529238,-4.294666E-2,3.134393E-2
4/16/2021  11:31:19.529240,-4.036870E-2,2.039250E-2
4/16/2021  11:31:19.529242,-4.133544E-2,7.991608E-3
4/16/2021  11:31:19.529244,-4.488014E-2,-5.375584E-3
4/16/2021  11:31:19.529246,-3.521277E-2,-1.954803E-2
4/16/2021  11:31:19.529248,-4.294666E-2,-3.452572E-2
4/16/2021  11:31:19.529250,-3.779073E-2,-4.853711E-2
4/16/2021  11:31:19.529252,-4.197993E-2,-6.238745E-2
4/16/2021  11:31:19.529254,-3.714624E-2,-7.543254E-2
4/16/2021  11:31:19.529256,-3.940196E-2,-8.735027E-2
4/16/2021  11:31:19.529258,-4.262442E-2,-9.765750E-2
4/16/2021  11:31:19.529260,-3.907972E-2,-1.061932E-1
4/16/2021  11:31:19.529262,-4.681361E-2,-1.124741E-1
4/16/2021  11:31:19.529264,-4.359116E-2,-1.173057E-1
4/16/2021  11:31:19.529266,-4.584688E-2,-1.197214E-1
4/16/2021  11:31:19.529268,-4.874709E-2,-1.203656E-1
4/16/2021  11:31:19.529270,-4.584688E-2,-1.185941E-1
4/16/2021  11:31:19.529272,-4.874709E-2,-1.152120E-1
4/16/2021  11:31:19.529274,-4.649137E-2,-1.098973E-1
4/16/2021  11:31:19.529276,-4.745810E-2,-1.028111E-1
4/16/2021  11:31:19.529278,-4.939158E-2,-9.459755E-2
4/16/2021  11:31:19.529280,-4.810260E-2,-8.525662E-2
4/16/2021  11:31:19.529282,-5.293628E-2,-7.478834E-2
4/16/2021  11:31:19.529284,-4.616912E-2,-6.415901E-2
4/16/2021  11:31:19.529286,-5.390302E-2,-5.352968E-2
4/16/2021  11:31:19.529288,-5.035831E-2,-4.290035E-2
4/16/2021  11:31:19.529290,-4.874709E-2,-3.259312E-2
4/16/2021  11:31:19.529292,-4.906933E-2,-2.309114E-2
4/16/2021  11:31:19.529294,-4.874709E-2,-1.423336E-2
4/16/2021  11:31:19.529296,-5.261403E-2,-6.825038E-3
4/16/2021  11:31:19.529298,-4.552463E-2,-5.440688E-4
4/16/2021  11:31:19.529300,-4.649137E-2,3.965345E-3
4/16/2021  11:31:19.529302,-4.681361E-2,7.508456E-3
4/16/2021  11:31:19.529304,-4.552463E-2,9.118961E-3
4/16/2021  11:31:19.529306,-4.874709E-2,9.118961E-3
4/16/2021  11:31:19.529308,-4.359116E-2,7.669507E-3
4/16/2021  11:31:19.529310,-4.230217E-2,5.092699E-3
4/16/2021  11:31:19.529312,-4.036870E-2,7.443352E-4
4/16/2021  11:31:19.529314,-4.649137E-2,-4.409281E-3
4/16/2021  11:31:19.529316,-4.359116E-2,-1.069025E-2
4/16/2021  11:31:19.529318,-3.972421E-2,-1.761542E-2
4/16/2021  11:31:19.529320,-4.810260E-2,-2.566795E-2
4/16/2021  11:31:19.529322,-4.391340E-2,-3.307627E-2
4/16/2021  11:31:19.529324,-4.584688E-2,-4.145089E-2
4/16/2021  11:31:19.529326,-3.585726E-2,-4.902027E-2
4/16/2021  11:31:19.529328,-4.326891E-2,-5.675069E-2
4/16/2021  11:31:19.529330,-4.230217E-2,-6.383691E-2
4/16/2021  11:31:19.529332,-4.069094E-2,-6.995683E-2
4/16/2021  11:31:19.529334,-4.552463E-2,-7.527149E-2
4/16/2021  11:31:19.529336,-4.197993E-2,-7.978090E-2
4/16/2021  11:31:19.529338,-4.584688E-2,-8.332401E-2
4/16/2021  11:31:19.529340,-4.197993E-2,-8.557872E-2
4/16/2021  11:31:19.529342,-4.874709E-2,-8.670607E-2
4/16/2021  11:31:19.529344,-4.745810E-2,-8.638397E-2
4/16/2021  11:31:19.529346,-4.230217E-2,-8.493452E-2
4/16/2021  11:31:19.529348,-4.842484E-2,-8.284086E-2
4/16/2021  11:31:19.529350,-4.391340E-2,-7.945880E-2
4/16/2021  11:31:19.529352,-5.035831E-2,-7.543254E-2
4/16/2021  11:31:19.529354,-4.294666E-2,-7.076208E-2
4/16/2021  11:31:19.529356,-5.100281E-2,-6.528636E-2
4/16/2021  11:31:19.529358,-4.906933E-2,-5.948855E-2
4/16/2021  11:31:19.529360,-4.359116E-2,-5.352968E-2
4/16/2021  11:31:19.529362,-5.164730E-2,-4.773186E-2
4/16/2021  11:31:19.529364,-4.488014E-2,-4.209509E-2
4/16/2021  11:31:19.529366,-4.971382E-2,-3.613623E-2
4/16/2021  11:31:19.529368,-4.616912E-2,-3.098261E-2
4/16/2021  11:31:19.529370,-5.100281E-2,-2.647320E-2
4/16/2021  11:31:19.529372,-4.874709E-2,-2.276904E-2
4/16/2021  11:31:19.529374,-4.036870E-2,-1.954803E-2
4/16/2021  11:31:19.529376,-4.874709E-2,-1.713227E-2
4/16/2021  11:31:19.529378,-4.359116E-2,-1.536071E-2
4/16/2021  11:31:19.529380,-4.874709E-2,-1.471651E-2
4/16/2021  11:31:19.529382,-4.036870E-2,-1.487756E-2
4/16/2021  11:31:19.529384,-4.842484E-2,-1.568282E-2
4/16/2021  11:31:19.529386,-4.488014E-2,-1.777647E-2
4/16/2021  11:31:19.529388,-4.069094E-2,-2.035328E-2
4/16/2021  11:31:19.529390,-4.713586E-2,-2.357429E-2
4/16/2021  11:31:19.529392,-4.359116E-2,-2.711740E-2
4/16/2021  11:31:19.529394,-5.003607E-2,-3.130471E-2
4/16/2021  11:31:19.529396,-4.294666E-2,-3.597518E-2
4/16/2021  11:31:19.529398,-4.391340E-2,-4.016249E-2
4/16/2021  11:31:19.529400,-4.423565E-2,-4.499400E-2
4/16/2021  11:31:19.529402,-3.843522E-2,-4.934237E-2
