waveform,Trig,V_R
t0,4/16/2021  11:35:40.451445,4/16/2021  11:35:40.451446
delta t,2.000000E-6,2.000000E-6

time,V_S,V_R
4/16/2021  11:35:40.451445,4.380885E+0,1.828002E-2
4/16/2021  11:35:40.451447,4.898425E+0,4.921561E-2
4/16/2021  11:35:40.451449,4.853310E+0,7.757323E-2
4/16/2021  11:35:40.451451,4.799815E+0,1.030306E-1
4/16/2021  11:35:40.451453,4.770490E+0,1.255879E-1
4/16/2021  11:35:40.451455,4.729241E+0,1.442781E-1
4/16/2021  11:35:40.451457,4.708939E+0,1.594237E-1
4/16/2021  11:35:40.451459,4.689926E+0,1.710245E-1
4/16/2021  11:35:40.451461,4.671236E+0,1.774694E-1
4/16/2021  11:35:40.451463,4.670591E+0,1.800474E-1
4/16/2021  11:35:40.451465,4.664146E+0,1.794029E-1
4/16/2021  11:35:40.451467,4.677358E+0,1.742470E-1
4/16/2021  11:35:40.451469,4.683159E+0,1.658686E-1
4/16/2021  11:35:40.451471,4.704428E+0,1.549122E-1
4/16/2021  11:35:40.451473,4.731175E+0,1.397667E-1
4/16/2021  11:35:40.451475,4.751155E+0,1.230099E-1
4/16/2021  11:35:40.451477,4.787892E+0,1.043196E-1
4/16/2021  11:35:40.451479,4.815284E+0,8.337366E-2
4/16/2021  11:35:40.451481,4.861688E+0,6.210544E-2
4/16/2021  11:35:40.451483,4.888113E+0,3.922599E-2
4/16/2021  11:35:40.451485,4.927106E+0,1.666879E-2
4/16/2021  11:35:40.451487,4.971255E+0,-5.888410E-3
4/16/2021  11:35:40.451489,4.999936E+0,-2.683438E-2
4/16/2021  11:35:40.451491,5.041507E+0,-4.681361E-2
4/16/2021  11:35:40.451493,5.065676E+0,-6.421488E-2
4/16/2021  11:35:40.451495,5.099191E+0,-7.968267E-2
4/16/2021  11:35:40.451497,5.117881E+0,-9.225025E-2
4/16/2021  11:35:40.451499,5.139473E+0,-1.028844E-1
4/16/2021  11:35:40.451501,5.161064E+0,-1.102960E-1
4/16/2021  11:35:40.451503,5.160419E+0,-1.138407E-1
4/16/2021  11:35:40.451505,5.173309E+0,-1.151297E-1
4/16/2021  11:35:40.451507,5.165575E+0,-1.144852E-1
4/16/2021  11:35:40.451509,5.170409E+0,-1.106183E-1
4/16/2021  11:35:40.451511,5.159452E+0,-1.032066E-1
4/16/2021  11:35:40.451513,5.144306E+0,-9.418372E-2
4/16/2021  11:35:40.451515,5.133350E+0,-8.451636E-2
4/16/2021  11:35:40.451517,5.107247E+0,-7.162653E-2
4/16/2021  11:35:40.451519,5.093068E+0,-5.776997E-2
4/16/2021  11:35:40.451521,5.063098E+0,-4.294666E-2
4/16/2021  11:35:40.451523,5.042474E+0,-2.780112E-2
4/16/2021  11:35:40.451525,5.013148E+0,-1.265557E-2
4/16/2021  11:35:40.451527,4.986079E+0,2.489978E-3
4/16/2021  11:35:40.451529,4.967388E+0,1.731328E-2
4/16/2021  11:35:40.451531,4.933229E+0,3.149209E-2
4/16/2021  11:35:40.451533,4.918727E+0,4.438192E-2
4/16/2021  11:35:40.451535,4.892302E+0,5.533828E-2
4/16/2021  11:35:40.451537,4.878768E+0,6.500565E-2
4/16/2021  11:35:40.451539,4.861366E+0,7.273955E-2
4/16/2021  11:35:40.451541,4.847831E+0,7.886222E-2
4/16/2021  11:35:40.451543,4.847187E+0,8.240692E-2
4/16/2021  11:35:40.451545,4.834619E+0,8.466264E-2
4/16/2021  11:35:40.451547,4.840419E+0,8.401815E-2
4/16/2021  11:35:40.451549,4.838808E+0,8.240692E-2
4/16/2021  11:35:40.451551,4.845898E+0,7.821773E-2
4/16/2021  11:35:40.451553,4.852987E+0,7.273955E-2
4/16/2021  11:35:40.451555,4.863300E+0,6.597239E-2
4/16/2021  11:35:40.451557,4.875867E+0,5.791624E-2
4/16/2021  11:35:40.451559,4.887791E+0,4.824887E-2
4/16/2021  11:35:40.451561,4.909704E+0,3.761476E-2
4/16/2021  11:35:40.451563,4.923884E+0,2.794739E-2
4/16/2021  11:35:40.451565,4.942252E+0,1.634654E-2
4/16/2021  11:35:40.451567,4.963843E+0,5.712436E-3
4/16/2021  11:35:40.451569,4.977378E+0,-4.921673E-3
4/16/2021  11:35:40.451571,4.998647E+0,-1.491129E-2
4/16/2021  11:35:40.451573,5.012182E+0,-2.425641E-2
4/16/2021  11:35:40.451575,5.037962E+0,-3.199031E-2
4/16/2021  11:35:40.451577,5.038284E+0,-3.875747E-2
4/16/2021  11:35:40.451579,5.048919E+0,-4.455789E-2
4/16/2021  11:35:40.451581,5.060520E+0,-4.906933E-2
4/16/2021  11:35:40.451583,5.064387E+0,-5.229179E-2
4/16/2021  11:35:40.451585,5.073088E+0,-5.358077E-2
4/16/2021  11:35:40.451587,5.071477E+0,-5.390302E-2
4/16/2021  11:35:40.451589,5.069221E+0,-5.229179E-2
4/16/2021  11:35:40.451591,5.067287E+0,-4.939158E-2
4/16/2021  11:35:40.451593,5.057297E+0,-4.520238E-2
4/16/2021  11:35:40.451595,5.056331E+0,-4.036870E-2
4/16/2021  11:35:40.451597,5.043118E+0,-3.489052E-2
4/16/2021  11:35:40.451599,5.034739E+0,-2.812336E-2
4/16/2021  11:35:40.451601,5.025072E+0,-2.167845E-2
4/16/2021  11:35:40.451603,5.010248E+0,-1.394455E-2
4/16/2021  11:35:40.451605,5.000903E+0,-6.532901E-3
4/16/2021  11:35:40.451607,4.983501E+0,5.565042E-4
4/16/2021  11:35:40.451609,4.977056E+0,8.290401E-3
4/16/2021  11:35:40.451611,4.957076E+0,1.505756E-2
4/16/2021  11:35:40.451613,4.949986E+0,2.118023E-2
4/16/2021  11:35:40.451615,4.943863E+0,2.730290E-2
4/16/2021  11:35:40.451617,4.927751E+0,3.245883E-2
4/16/2021  11:35:40.451619,4.925495E+0,3.664802E-2
4/16/2021  11:35:40.451621,4.913894E+0,3.954824E-2
4/16/2021  11:35:40.451623,4.918083E+0,4.148171E-2
4/16/2021  11:35:40.451625,4.909060E+0,4.244845E-2
4/16/2021  11:35:40.451627,4.908738E+0,4.212620E-2
4/16/2021  11:35:40.451629,4.915505E+0,4.148171E-2
4/16/2021  11:35:40.451631,4.910671E+0,3.987048E-2
4/16/2021  11:35:40.451633,4.919694E+0,3.761476E-2
4/16/2021  11:35:40.451635,4.917116E+0,3.407006E-2
4/16/2021  11:35:40.451637,4.930651E+0,2.923637E-2
4/16/2021  11:35:40.451639,4.932907E+0,2.504718E-2
4/16/2021  11:35:40.451641,4.943863E+0,1.989125E-2
4/16/2021  11:35:40.451643,4.956109E+0,1.505756E-2
4/16/2021  11:35:40.451645,4.959332E+0,9.257138E-3
4/16/2021  11:35:40.451647,4.973833E+0,4.423453E-3
4/16/2021  11:35:40.451649,4.974478E+0,-1.054724E-3
4/16/2021  11:35:40.451651,4.989624E+0,-5.243918E-3
4/16/2021  11:35:40.451653,4.993168E+0,-1.007760E-2
4/16/2021  11:35:40.451655,5.002836E+0,-1.426680E-2
4/16/2021  11:35:40.451657,5.012182E+0,-1.748925E-2
4/16/2021  11:35:40.451659,5.010892E+0,-2.071171E-2
4/16/2021  11:35:40.451661,5.022171E+0,-2.296743E-2
4/16/2021  11:35:40.451663,5.017015E+0,-2.393417E-2
4/16/2021  11:35:40.451665,5.027005E+0,-2.457866E-2
4/16/2021  11:35:40.451667,5.019916E+0,-2.457866E-2
4/16/2021  11:35:40.451669,5.021527E+0,-2.393417E-2
4/16/2021  11:35:40.451671,5.026683E+0,-2.264519E-2
4/16/2021  11:35:40.451673,5.014115E+0,-2.038947E-2
4/16/2021  11:35:40.451675,5.017660E+0,-1.845599E-2
4/16/2021  11:35:40.451677,5.005414E+0,-1.523354E-2
4/16/2021  11:35:40.451679,5.007992E+0,-1.136659E-2
4/16/2021  11:35:40.451681,4.997680E+0,-8.466375E-3
4/16/2021  11:35:40.451683,4.994780E+0,-4.599427E-3
4/16/2021  11:35:40.451685,4.993491E+0,-7.324786E-4
4/16/2021  11:35:40.451687,4.976089E+0,2.812224E-3
4/16/2021  11:35:40.451689,4.977700E+0,6.679173E-3
4/16/2021  11:35:40.451691,4.966099E+0,1.022388E-2
4/16/2021  11:35:40.451693,4.966099E+0,1.247960E-2
4/16/2021  11:35:40.451695,4.957720E+0,1.602430E-2
4/16/2021  11:35:40.451697,4.950308E+0,1.828002E-2
4/16/2021  11:35:40.451699,4.954820E+0,1.989125E-2
4/16/2021  11:35:40.451701,4.945152E+0,2.118023E-2
4/16/2021  11:35:40.451703,4.950308E+0,2.246921E-2
4/16/2021  11:35:40.451705,4.943863E+0,2.279146E-2
4/16/2021  11:35:40.451707,4.947086E+0,2.214697E-2
4/16/2021  11:35:40.451709,4.944186E+0,2.150248E-2
4/16/2021  11:35:40.451711,4.943541E+0,2.085798E-2
4/16/2021  11:35:40.451713,4.951275E+0,1.956900E-2
4/16/2021  11:35:40.451715,4.950308E+0,1.763553E-2
4/16/2021  11:35:40.451717,4.959009E+0,1.570205E-2
4/16/2021  11:35:40.451719,4.957720E+0,1.280184E-2
4/16/2021  11:35:40.451721,4.960621E+0,1.054612E-2
4/16/2021  11:35:40.451723,4.968999E+0,7.323664E-3
4/16/2021  11:35:40.451725,4.971255E+0,4.745698E-3
4/16/2021  11:35:40.451727,4.980600E+0,2.489978E-3
4/16/2021  11:35:40.451729,4.977378E+0,5.565042E-4
4/16/2021  11:35:40.451731,4.986723E+0,-2.343707E-3
4/16/2021  11:35:40.451733,4.987690E+0,-4.599427E-3
4/16/2021  11:35:40.451735,4.991879E+0,-6.210656E-3
4/16/2021  11:35:40.451737,4.994780E+0,-7.499638E-3
4/16/2021  11:35:40.451739,4.993491E+0,-9.110867E-3
4/16/2021  11:35:40.451741,5.000580E+0,-9.755358E-3
4/16/2021  11:35:40.451743,4.997358E+0,-1.072210E-2
4/16/2021  11:35:40.451745,5.001225E+0,-1.072210E-2
4/16/2021  11:35:40.451747,5.001225E+0,-1.039985E-2
4/16/2021  11:35:40.451749,4.999291E+0,-9.755358E-3
4/16/2021  11:35:40.451751,5.001547E+0,-8.788621E-3
4/16/2021  11:35:40.451753,4.995424E+0,-7.499638E-3
4/16/2021  11:35:40.451755,4.995424E+0,-6.210656E-3
4/16/2021  11:35:40.451757,4.991879E+0,-5.243918E-3
4/16/2021  11:35:40.451759,4.988979E+0,-3.632690E-3
4/16/2021  11:35:40.451761,4.986401E+0,-1.376970E-3
4/16/2021  11:35:40.451763,4.980600E+0,2.342585E-4
4/16/2021  11:35:40.451765,4.983179E+0,2.167733E-3
4/16/2021  11:35:40.451767,4.974478E+0,3.778961E-3
4/16/2021  11:35:40.451769,4.973833E+0,6.034681E-3
4/16/2021  11:35:40.451771,4.973511E+0,7.323664E-3
4/16/2021  11:35:40.451773,4.968677E+0,8.612647E-3
4/16/2021  11:35:40.451775,4.968999E+0,9.579384E-3
4/16/2021  11:35:40.451777,4.961587E+0,1.119061E-2
4/16/2021  11:35:40.451779,4.965777E+0,1.183510E-2
4/16/2021  11:35:40.451781,4.961910E+0,1.280184E-2
4/16/2021  11:35:40.451783,4.962876E+0,1.312409E-2
4/16/2021  11:35:40.451785,4.963843E+0,1.312409E-2
4/16/2021  11:35:40.451787,4.960298E+0,1.183510E-2
4/16/2021  11:35:40.451789,4.965132E+0,1.183510E-2
4/16/2021  11:35:40.451791,4.957720E+0,1.119061E-2
4/16/2021  11:35:40.451793,4.967388E+0,1.086837E-2
4/16/2021  11:35:40.451795,4.963843E+0,9.579384E-3
4/16/2021  11:35:40.451797,4.969644E+0,8.290401E-3
4/16/2021  11:35:40.451799,4.974155E+0,6.679173E-3
4/16/2021  11:35:40.451801,4.967710E+0,5.390190E-3
4/16/2021  11:35:40.451803,4.977056E+0,4.423453E-3
4/16/2021  11:35:40.451805,4.971255E+0,3.134470E-3
4/16/2021  11:35:40.451807,4.982856E+0,1.523241E-3
4/16/2021  11:35:40.451809,4.978667E+0,8.787499E-4
4/16/2021  11:35:40.451811,4.982856E+0,-8.798718E-5
4/16/2021  11:35:40.451813,4.988979E+0,-1.054724E-3
4/16/2021  11:35:40.451815,4.981889E+0,-2.343707E-3
4/16/2021  11:35:40.451817,4.990913E+0,-2.343707E-3
4/16/2021  11:35:40.451819,4.985112E+0,-3.632690E-3
4/16/2021  11:35:40.451821,4.993491E+0,-3.954936E-3
4/16/2021  11:35:40.451823,4.987690E+0,-3.632690E-3
4/16/2021  11:35:40.451825,4.989624E+0,-3.632690E-3
4/16/2021  11:35:40.451827,4.992524E+0,-3.310444E-3
4/16/2021  11:35:40.451829,4.986401E+0,-3.310444E-3
4/16/2021  11:35:40.451831,4.991235E+0,-2.665953E-3
4/16/2021  11:35:40.451833,4.983179E+0,-1.376970E-3
4/16/2021  11:35:40.451835,4.988012E+0,-1.054724E-3
4/16/2021  11:35:40.451837,4.982534E+0,-4.102329E-4
4/16/2021  11:35:40.451839,4.982212E+0,1.200996E-3
4/16/2021  11:35:40.451841,4.986401E+0,1.523241E-3
4/16/2021  11:35:40.451843,4.975122E+0,2.812224E-3
4/16/2021  11:35:40.451845,4.978667E+0,2.812224E-3
4/16/2021  11:35:40.451847,4.973511E+0,4.745698E-3
4/16/2021  11:35:40.451849,4.977378E+0,5.067944E-3
4/16/2021  11:35:40.451851,4.972544E+0,5.712436E-3
4/16/2021  11:35:40.451853,4.970611E+0,6.356927E-3
4/16/2021  11:35:40.451855,4.975767E+0,7.645910E-3
4/16/2021  11:35:40.451857,4.966099E+0,7.323664E-3
4/16/2021  11:35:40.451859,4.972866E+0,7.645910E-3
4/16/2021  11:35:40.451861,4.966743E+0,8.290401E-3
4/16/2021  11:35:40.451863,4.972544E+0,7.968156E-3
4/16/2021  11:35:40.451865,4.966743E+0,7.968156E-3
4/16/2021  11:35:40.451867,4.968033E+0,7.001418E-3
4/16/2021  11:35:40.451869,4.974478E+0,7.001418E-3
4/16/2021  11:35:40.451871,4.966421E+0,6.679173E-3
4/16/2021  11:35:40.451873,4.974800E+0,6.034681E-3
4/16/2021  11:35:40.451875,4.973511E+0,6.034681E-3
4/16/2021  11:35:40.451877,4.973189E+0,4.745698E-3
4/16/2021  11:35:40.451879,4.974478E+0,4.101207E-3
4/16/2021  11:35:40.451881,4.972866E+0,3.456716E-3
4/16/2021  11:35:40.451883,4.980278E+0,3.134470E-3
4/16/2021  11:35:40.451885,4.975767E+0,2.489978E-3
4/16/2021  11:35:40.451887,4.981245E+0,2.167733E-3
4/16/2021  11:35:40.451889,4.979956E+0,1.200996E-3
4/16/2021  11:35:40.451891,4.980923E+0,5.565042E-4
4/16/2021  11:35:40.451893,4.981245E+0,2.342585E-4
4/16/2021  11:35:40.451895,4.980278E+0,-8.798718E-5
4/16/2021  11:35:40.451897,4.985434E+0,-8.798718E-5
4/16/2021  11:35:40.451899,4.980600E+0,-8.798718E-5
4/16/2021  11:35:40.451901,4.986079E+0,-8.798718E-5
4/16/2021  11:35:40.451903,4.983179E+0,-8.798718E-5
4/16/2021  11:35:40.451905,4.980923E+0,-4.102329E-4
4/16/2021  11:35:40.451907,4.983179E+0,-8.798718E-5
4/16/2021  11:35:40.451909,4.980923E+0,5.565042E-4
4/16/2021  11:35:40.451911,4.983823E+0,2.342585E-4
4/16/2021  11:35:40.451913,4.980600E+0,1.200996E-3
4/16/2021  11:35:40.451915,4.981245E+0,2.167733E-3
4/16/2021  11:35:40.451917,4.981567E+0,1.523241E-3
4/16/2021  11:35:40.451919,4.974155E+0,2.489978E-3
4/16/2021  11:35:40.451921,4.980923E+0,2.812224E-3
4/16/2021  11:35:40.451923,4.975444E+0,3.134470E-3
4/16/2021  11:35:40.451925,4.978667E+0,3.456716E-3
4/16/2021  11:35:40.451927,4.976411E+0,4.101207E-3
4/16/2021  11:35:40.451929,4.976089E+0,4.745698E-3
4/16/2021  11:35:40.451931,4.976733E+0,4.423453E-3
4/16/2021  11:35:40.451933,4.970611E+0,4.745698E-3
4/16/2021  11:35:40.451935,4.975767E+0,5.390190E-3
4/16/2021  11:35:40.451937,4.972222E+0,5.390190E-3
